336.5,0.471249
337,0.326632
337.5,0.341685
338,0.566024
338.5,0.991441
339,1.55287
339.5,2.14345
340,2.63996
340.5,2.93258
341,2.95143
341.5,2.68372
342,2.17699
342.5,1.52794
343,0.85934
343.5,0.290763
344,-0.0896602
344.5,-0.245695
345,-0.200591
345.5,-0.0300098
346,0.15795
346.5,0.250712
347,0.160273
347.5,-0.153776
348,-0.672959
348.5,-1.32312
349,-1.9914
349.5,-2.55282
