### Footprint positions - created on 2026-01-22T12:56:30-0500 ###
### Printed by KiCad version 9.0.3
## Unit = mm, Angle = deg.
## Side : All
# Ref       Val                       Package                                          PosX       PosY       Rot  Side
C112        1uF                       GEN_C_0402                                    90.1250    92.8850  -90.0000  top
C114        10uF                      GEN_C_0603                                    86.0750    92.1350  -90.0000  top
C115        10uF                      GEN_C_0603                                    68.2500    56.3000  -90.0000  top
C116        10uF                      GEN_C_0603                                    66.7500    56.3000  -90.0000  top
C117        10uF                      GEN_C_0603                                    66.7500    59.3000   90.0000  top
C118        10uF                      GEN_C_0603                                    68.2500    59.3000   90.0000  top
C119        10uF                      GEN_C_0603                                    93.4050    90.2750   90.0000  top
C120        10uF                      GEN_C_0603                                    94.9050    90.2750   90.0000  top
C121        10uF                      GEN_C_0603                                    94.9050    87.2750  -90.0000  top
C122        10uF                      GEN_C_0603                                    93.4050    87.2750  -90.0000  top
C123        100nF                     GEN_C_0402                                    63.9000    55.3750    0.0000  top
C124        100nF                     GEN_C_0402                                    97.7050    91.1750  180.0000  top
C125        1uF                       GEN_C_0402                                    47.6000    82.3750    0.0000  top
C126        1uF                       GEN_C_0402                                    49.5000    82.3750  180.0000  top
C128        22uF                      GEN_C_0805                                   104.7350    90.2250    0.0000  top
C130        1uF                       GEN_C_0402                                    95.4693    48.8500   90.0000  top
C175        10uF                      GEN_C_0603                                    94.8250    39.9112    0.0000  top
C176        22uF                      GEN_C_0805                                    95.7750    33.8250  -90.0000  top
C177        22uF                      GEN_C_0805                                    93.7750    33.8250  -90.0000  top
C178        100pF                     GEN_C_0402                                    63.8000    39.9500    0.0000  top
C179        10uF                      GEN_C_0603                                    64.9000    45.1500    0.0000  top
C180        22uF                      GEN_C_0805                                    65.7000    40.6000  -90.0000  top
C181        10uF                      GEN_C_0603                                    70.9000    34.3500  -90.0000  top
C182        10uF                      GEN_C_0603                                    69.4000    34.3500  -90.0000  top
C183        10uF                      GEN_C_0603                                    69.4000    37.3500   90.0000  top
C184        10uF                      GEN_C_0603                                    70.9000    37.3500   90.0000  top
C185        100nF                     GEN_C_0402                                    66.7800    33.4600    0.0000  top
C186        100pF                     GEN_C_0402                                    69.0750    52.7500  180.0000  top
C187        10uF                      GEN_C_0603                                    68.1250    46.6500  180.0000  top
C188        22uF                      GEN_C_0805                                    67.1750    51.2000   90.0000  top
C1001_1     100pF                     GEN_C_0402                                    40.2500    88.7750    0.0000  top
C1001_2     100pF                     GEN_C_0402                                    40.2500    68.2750    0.0000  top
C1001_3     100pF                     GEN_C_0402                                    40.2500    47.7750    0.0000  top
C1001_4     100pF                     GEN_C_0402                                    40.2500    27.2750    0.0000  top
C1002_1     68pF                      GEN_C_0402                                    42.1750    87.7000   90.0000  top
C1002_2     68pF                      GEN_C_0402                                    42.1750    67.2000   90.0000  top
C1002_3     68pF                      GEN_C_0402                                    42.1750    46.7000   90.0000  top
C1002_4     68pF                      GEN_C_0402                                    42.1750    26.2000   90.0000  top
C1011_1     3pF                       GEN_C_0402                                    24.7000    92.6500  -90.0000  top
C1011_2     3pF                       GEN_C_0402                                    24.7000    72.1500  -90.0000  top
C1011_3     3pF                       GEN_C_0402                                    24.7000    51.6500  -90.0000  top
C1011_4     3pF                       GEN_C_0402                                    24.7000    31.1500  -90.0000  top
C1012_1     0.3pF                     GEN_C_0402                                    25.9500    90.8100  -90.0000  top
C1012_2     0.3pF                     GEN_C_0402                                    25.9500    70.3100  -90.0000  top
C1012_3     0.3pF                     GEN_C_0402                                    25.9500    49.8100  -90.0000  top
C1012_4     0.3pF                     GEN_C_0402                                    25.9500    29.3100  -90.0000  top
C1021_1     3pF                       GEN_C_0402                                    29.3500    94.2250  -90.0000  top
C1021_2     3pF                       GEN_C_0402                                    29.3500    73.7250  -90.0000  top
C1021_3     3pF                       GEN_C_0402                                    29.3500    53.2250  -90.0000  top
C1021_4     3pF                       GEN_C_0402                                    29.3500    32.7250  -90.0000  top
C1023_1     3pF                       GEN_C_0402                                    27.2000    90.8100  -90.0000  top
C1023_2     3pF                       GEN_C_0402                                    27.2000    70.3100  -90.0000  top
C1023_3     3pF                       GEN_C_0402                                    27.2000    49.8100  -90.0000  top
C1023_4     3pF                       GEN_C_0402                                    27.2000    29.3100  -90.0000  top
C1024_1     1pF                       GEN_C_0402                                    28.8900    92.5150  180.0000  top
C1024_2     1pF                       GEN_C_0402                                    28.8900    72.0150  180.0000  top
C1024_3     1pF                       GEN_C_0402                                    28.8900    51.5150  180.0000  top
C1024_4     1pF                       GEN_C_0402                                    28.8900    31.0150  180.0000  top
C1025_1     8pF                       GEN_C_0402                                    27.0500    94.2250  -90.0000  top
C1025_2     8pF                       GEN_C_0402                                    27.0500    73.7250  -90.0000  top
C1025_3     8pF                       GEN_C_0402                                    27.0500    53.2250  -90.0000  top
C1025_4     8pF                       GEN_C_0402                                    27.0500    32.7250  -90.0000  top
C1030_1     1nF                       GEN_C_0603                                    34.2250    89.2500  -90.0000  top
C1030_2     1nF                       GEN_C_0603                                    34.2250    68.7500  -90.0000  top
C1030_3     1nF                       GEN_C_0603                                    34.2250    48.2500  -90.0000  top
C1030_4     1nF                       GEN_C_0603                                    34.2250    27.7500  -90.0000  top
C1031_1     10nF                      GEN_C_0603                                    36.2250    86.2250  -90.0000  top
C1031_2     10nF                      GEN_C_0603                                    36.2250    65.7250  -90.0000  top
C1031_3     10nF                      GEN_C_0603                                    36.2250    45.2250  -90.0000  top
C1031_4     10nF                      GEN_C_0603                                    36.2250    24.7250  -90.0000  top
C1032_1     100nF                     GEN_C_0402                                    41.2000    90.2250  -90.0000  top
C1032_2     100nF                     GEN_C_0402                                    41.2000    69.7250  -90.0000  top
C1032_3     100nF                     GEN_C_0402                                    41.2000    49.2250  -90.0000  top
C1032_4     100nF                     GEN_C_0402                                    41.2000    28.7250  -90.0000  top
C1034_1     100pF                     GEN_C_0402                                    35.9750    89.8000   90.0000  top
C1034_2     100pF                     GEN_C_0402                                    35.9750    69.3000   90.0000  top
C1034_3     100pF                     GEN_C_0402                                    35.9750    48.8000   90.0000  top
C1034_4     100pF                     GEN_C_0402                                    35.9750    28.3000   90.0000  top
C1035_1     100pF                     GEN_C_0402                                    42.1750    85.8000  -90.0000  top
C1035_2     100pF                     GEN_C_0402                                    42.1750    65.3000  -90.0000  top
C1035_3     100pF                     GEN_C_0402                                    42.1750    44.8000  -90.0000  top
C1035_4     100pF                     GEN_C_0402                                    42.1750    24.3000  -90.0000  top
C1036_1     1uF                       GEN_C_0402                                    45.9250    93.5750  180.0000  top
C1036_2     1uF                       GEN_C_0402                                    45.9250    73.0750  180.0000  top
C1036_3     1uF                       GEN_C_0402                                    45.9250    52.5750  180.0000  top
C1036_4     1uF                       GEN_C_0402                                    45.9250    32.0750  180.0000  top
C1037_1     1uF                       GEN_C_0402                                    47.8250    93.5750    0.0000  top
C1037_2     1uF                       GEN_C_0402                                    47.8250    73.0750    0.0000  top
C1037_3     1uF                       GEN_C_0402                                    47.8250    52.5750    0.0000  top
C1037_4     1uF                       GEN_C_0402                                    47.8250    32.0750    0.0000  top
C1038_1     1uF                       GEN_C_0402                                    45.9250    94.5750  180.0000  top
C1038_2     1uF                       GEN_C_0402                                    45.9250    74.0750  180.0000  top
C1038_3     1uF                       GEN_C_0402                                    45.9250    53.5750  180.0000  top
C1038_4     1uF                       GEN_C_0402                                    45.9250    33.0750  180.0000  top
C1039_1     10uF                      GEN_C_0603                                    46.4600    95.8200    0.0000  top
C1039_2     10uF                      GEN_C_0603                                    46.4600    75.3200    0.0000  top
C1039_3     10uF                      GEN_C_0603                                    46.4600    54.8200    0.0000  top
C1039_4     10uF                      GEN_C_0603                                    46.4600    34.3200    0.0000  top
C1040_1     10uF                      GEN_C_0603                                    49.5300    94.5700   90.0000  top
C1040_2     10uF                      GEN_C_0603                                    49.5300    74.0700   90.0000  top
C1040_3     10uF                      GEN_C_0603                                    49.5300    53.5700   90.0000  top
C1040_4     10uF                      GEN_C_0603                                    49.5300    33.0700   90.0000  top
C1043_1     1uF                       GEN_C_0402                                    49.1000    87.3750    0.0000  top
C1043_2     1uF                       GEN_C_0402                                    49.1000    66.8750    0.0000  top
C1043_3     1uF                       GEN_C_0402                                    49.1000    46.3750    0.0000  top
C1043_4     1uF                       GEN_C_0402                                    49.1000    25.8750    0.0000  top
C1044_1     1uF                       GEN_C_0402                                    35.5500    94.5250  180.0000  top
C1044_2     1uF                       GEN_C_0402                                    35.5500    74.0250  180.0000  top
C1044_3     1uF                       GEN_C_0402                                    35.5500    53.5250  180.0000  top
C1044_4     1uF                       GEN_C_0402                                    35.5500    33.0250  180.0000  top
C1045_1     1uF                       GEN_C_0402                                    42.3500    81.7000   90.0000  top
C1045_2     1uF                       GEN_C_0402                                    42.3500    61.2000   90.0000  top
C1045_3     1uF                       GEN_C_0402                                    42.3500    40.7000   90.0000  top
C1045_4     1uF                       GEN_C_0402                                    42.3500    20.2000   90.0000  top
C1046_1     1uF                       GEN_C_0402                                    41.6500    94.5250    0.0000  top
C1046_2     1uF                       GEN_C_0402                                    41.6500    74.0250    0.0000  top
C1046_3     1uF                       GEN_C_0402                                    41.6500    53.5250    0.0000  top
C1046_4     1uF                       GEN_C_0402                                    41.6500    33.0250    0.0000  top
C1047_1     1uF                       GEN_C_0402                                    35.5500    93.5250  180.0000  top
C1047_2     1uF                       GEN_C_0402                                    35.5500    73.0250  180.0000  top
C1047_3     1uF                       GEN_C_0402                                    35.5500    52.5250  180.0000  top
C1047_4     1uF                       GEN_C_0402                                    35.5500    32.0250  180.0000  top
C1048_1     1uF                       GEN_C_0402                                    38.5950    94.9750    0.0000  top
C1048_2     1uF                       GEN_C_0402                                    38.5950    74.4750    0.0000  top
C1048_3     1uF                       GEN_C_0402                                    38.5950    53.9750    0.0000  top
C1048_4     1uF                       GEN_C_0402                                    38.5950    33.4750    0.0000  top
C1049_1     1uF                       GEN_C_0402                                    41.6500    93.5250    0.0000  top
C1049_2     1uF                       GEN_C_0402                                    41.6500    73.0250    0.0000  top
C1049_3     1uF                       GEN_C_0402                                    41.6500    52.5250    0.0000  top
C1049_4     1uF                       GEN_C_0402                                    41.6500    32.0250    0.0000  top
C1050_1     1uF                       GEN_C_0402                                    41.7000    83.1500    0.0000  top
C1050_2     1uF                       GEN_C_0402                                    41.7000    62.6500    0.0000  top
C1050_3     1uF                       GEN_C_0402                                    41.7000    42.1500    0.0000  top
C1050_4     1uF                       GEN_C_0402                                    41.7000    21.6500    0.0000  top
C1052_1     1uF                       GEN_C_0402                                    37.4750    89.7750    0.0000  top
C1052_2     1uF                       GEN_C_0402                                    37.4750    69.2750    0.0000  top
C1052_3     1uF                       GEN_C_0402                                    37.4750    48.7750    0.0000  top
C1052_4     1uF                       GEN_C_0402                                    37.4750    28.2750    0.0000  top
C1053_1     1uF                       GEN_C_0402                                    37.1500    80.8250  -90.0000  top
C1053_2     1uF                       GEN_C_0402                                    37.1500    60.3250  -90.0000  top
C1053_3     1uF                       GEN_C_0402                                    37.1500    39.8250  -90.0000  top
C1053_4     1uF                       GEN_C_0402                                    37.1500    19.3250  -90.0000  top
C1055_1     1uF                       GEN_C_0402                                    37.7750    88.7750    0.0000  top
C1055_2     1uF                       GEN_C_0402                                    37.7750    68.2750    0.0000  top
C1055_3     1uF                       GEN_C_0402                                    37.7750    47.7750    0.0000  top
C1055_4     1uF                       GEN_C_0402                                    37.7750    27.2750    0.0000  top
C1056_1     1uF                       GEN_C_0402                                    39.7500    89.7750  180.0000  top
C1056_2     1uF                       GEN_C_0402                                    39.7500    69.2750  180.0000  top
C1056_3     1uF                       GEN_C_0402                                    39.7500    48.7750  180.0000  top
C1056_4     1uF                       GEN_C_0402                                    39.7500    28.2750  180.0000  top
C1058_1     18pF                      GEN_C_0402                                    20.3750    80.6875  180.0000  top
C1058_2     18pF                      GEN_C_0402                                    20.3750    60.1875  180.0000  top
C1058_3     18pF                      GEN_C_0402                                    20.3750    39.6875  180.0000  top
C1058_4     18pF                      GEN_C_0402                                    20.3750    19.1875  180.0000  top
C1059_1     2-6pF                     EW_TRIMCAP                                    31.6500    92.6500    0.0000  top
C1059_2     2-6pF                     EW_TRIMCAP                                    31.6500    72.1500    0.0000  top
C1059_3     2-6pF                     EW_TRIMCAP                                    31.6500    51.6500    0.0000  top
C1059_4     2-6pF                     EW_TRIMCAP                                    31.6500    31.1500    0.0000  top
D1          RGB                       LED_Kingbright_APFA3010_3x1.5mm_Horizontal     1.4989    49.7500   90.0000  top
EMI1        2286211-3                 TE_2286211-3                                  64.0400    32.2900  -45.0000  top
EMI2        2286211-3                 TE_2286211-3                                  98.9600    67.2100  -45.0000  top
FB1000_1    120@100MHZ                GEN_R_0402                                    47.8500    94.5900    0.0000  top
FB1000_2    120@100MHZ                GEN_R_0402                                    47.8500    74.0900    0.0000  top
FB1000_3    120@100MHZ                GEN_R_0402                                    47.8500    53.5900    0.0000  top
FB1000_4    120@100MHZ                GEN_R_0402                                    47.8500    33.0900    0.0000  top
J9          F300-1B7H1-11036-E100     AMPHENOL_F300-1B7H1-11036-E100               119.7750    49.7500   90.0000  top
J12         009155002852006           KYO_009155002852006                            2.5489    71.4000  -90.0000  top
J13         009155002852006           KYO_009155002852006                            2.5489    28.1000  -90.0000  top
K1000_1     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            19.6200    86.7875  -90.0000  top
K1000_2     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            19.6200    66.2875  -90.0000  top
K1000_3     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            19.6200    45.7875  -90.0000  top
K1000_4     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            19.6200    25.2875  -90.0000  top
K1001_1     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            28.3250    84.2500  -90.0000  top
K1001_2     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            28.3250    63.7500  -90.0000  top
K1001_3     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            28.3250    43.2500  -90.0000  top
K1001_4     UD2-4.5NUN-L              KEMET_UD2-4.5NUN-L                            28.3250    22.7500  -90.0000  top
L2          1uH                       GEN_L_1210                                    98.4250    35.1750  -90.0000  top
L3          1uH                       GEN_L_1210                                    68.3000    41.9500  -90.0000  top
L4          1uH                       GEN_L_1210                                    64.5750    49.8500   90.0000  top
L5          1uH                       GEN_L_1210                                    94.4750    43.1612   90.0000  top
R5          0                         GEN_R_0402                                    95.7750    57.9250    0.0000  top
R6          2K                        GEN_R_0402                                     4.1000    50.2000  180.0000  top
R13         10K                       GEN_R_2ARRAY_0606                             76.0700    87.8850  -90.0000  top
R22         100                       GEN_R_0402                                    80.9322    63.5750   90.0000  top
R23         49.9                      GEN_R_0402                                    89.0750    28.5500  -90.0000  top
R25         0                         GEN_R_0402                                    87.6250    28.5500  -90.0000  top
R26         0                         GEN_R_0402                                    86.6661    28.5500  -90.0000  top
R29         0                         GEN_R_0402                                    85.7161    28.5500  -90.0000  top
R30         0                         GEN_R_0402                                    84.7661    28.5500  -90.0000  top
R33         0                         GEN_R_0402                                    83.8250    28.5500  -90.0000  top
R34         0                         GEN_R_0402                                    82.8750    28.5500  -90.0000  top
R37         0                         GEN_R_0402                                    81.9161    28.5500  -90.0000  top
R38         0                         GEN_R_0402                                    80.9750    28.5500  -90.0000  top
R43         49.9                      GEN_R_0402                                    90.1000    57.4000    0.0000  top
R48         1K                        GEN_R_0402                                    94.8250    64.8500  180.0000  top
R49         1K                        GEN_R_0402                                    94.8250    65.8250  180.0000  top
R51         1K                        GEN_R_0402                                    94.8250    62.8250  180.0000  top
R52         1K                        GEN_R_0402                                    94.8250    66.7750  180.0000  top
R52_1       0                         GEN_R_0402                                    51.1500    90.9500    0.0000  top
R52_2       0                         GEN_R_0402                                    51.1500    70.4500    0.0000  top
R52_3       0                         GEN_R_0402                                    51.1500    49.9500    0.0000  top
R52_4       0                         GEN_R_0402                                    51.1500    29.4500    0.0000  top
R55         90.9k                     GEN_R_0402                                    98.9500    44.1362    0.0000  top
R56         20k                       GEN_R_0402                                    98.9500    43.1863    0.0000  top
R57         0.01                      GEN_R_0603                                    94.6250    46.2112  180.0000  top
R64         2K                        GEN_R_0402                                     4.1000    47.2000  180.0000  top
R65         1K                        GEN_R_0402                                     4.1000    49.2000    0.0000  top
R70         4.7K                      GEN_R_0402                                    69.0750    50.8250    0.0000  top
R71         0.01                      GEN_R_0603                                   107.2850    91.3250   90.0000  top
R76         10K                       GEN_R_0402                                    90.2000    48.8750  -90.0000  top
R77         10K                       GEN_R_0402                                    88.3000    48.8750  -90.0000  top
R80         10K                       GEN_R_0402                                    86.4000    48.8750  -90.0000  top
R81         10K                       GEN_R_0402                                    85.4500    48.8750  -90.0000  top
R83         0                         GEN_R_0402                                     5.4000    71.4000  -90.0000  top
R85         1K                        GEN_R_0402                                     4.1000    48.2000    0.0000  top
R89         0.01                      GEN_R_0603                                    63.7000    66.6000   90.0000  top
R90         0.1                       GEN_R_0402                                    87.7000    95.6100  180.0000  top
R91         120@100MHZ                GEN_R_0402                                    87.3000    88.7100  -90.0000  top
R93         280K                      GEN_R_0402                                    88.2500    88.7100   90.0000  top
R94         10K                       GEN_R_0402                                    64.8500    62.9250   90.0000  top
R96         90.9k                     GEN_R_0402                                    89.2000    88.7100  -90.0000  top
R97         0.01                      GEN_R_0603                                    67.5000    54.0500    0.0000  top
R97_1       0                         GEN_R_0402                                    51.1500    90.0000    0.0000  top
R97_2       0                         GEN_R_0402                                    51.1500    69.5000    0.0000  top
R97_3       0                         GEN_R_0402                                    51.1500    49.0000    0.0000  top
R97_4       0                         GEN_R_0402                                    51.1500    28.5000    0.0000  top
R98         0.01                      GEN_R_0603                                    94.1550    92.5250  180.0000  top
R99         4.7K                      GEN_R_0402                                    65.2500    60.6750  -90.0000  top
R100        20k                       GEN_R_0402                                    96.1550    85.8750   90.0000  top
R102        4.7K                      GEN_R_0402                                    63.8500    60.1250    0.0000  top
R103        20k                       GEN_R_0402                                    63.8500    61.1250    0.0000  top
R104        4.7K                      GEN_R_0402                                    97.5550    86.4250  180.0000  top
R105        20k                       GEN_R_0402                                    97.5550    85.4250  180.0000  top
R106        0.1                       GEN_R_0402                                    47.6000    83.3750  180.0000  top
R107        100                       GEN_R_0402                                    82.3225    94.2550  180.0000  top
R112        100                       GEN_R_0402                                    83.5500    48.8750   90.0000  top
R115        100                       GEN_R_0402                                    75.3900    36.6000   90.0000  top
R116        0.01                      GEN_R_0603                                    98.2750    32.1250    0.0000  top
R120        0.01                      GEN_R_0603                                    64.0000    37.9500  -90.0000  top
R122        20k                       GEN_R_0402                                    63.8250    40.9250    0.0000  top
R123        0.01                      GEN_R_0603                                    70.1500    32.1000    0.0000  top
R124        10K                       GEN_R_0402                                    63.8250    41.8750  180.0000  top
R125        1K                        GEN_R_0402                                    67.7250    39.1250  180.0000  top
R126        0.01                      GEN_R_0603                                    64.5000    52.9000  180.0000  top
R127        2K                        GEN_R_0402                                    66.7800    38.1750  180.0000  top
R129        10K                       GEN_R_0402                                    69.0750    51.7750  180.0000  top
R130        10K                       GEN_R_0402                                    69.0750    49.8750  180.0000  top
R131_1      120                       GEN_R_0402                                    84.7468    78.9250    0.0000  top
R131_2      120                       GEN_R_0402                                    79.1967    78.9250    0.0000  top
R131_3      120                       GEN_R_0402                                    73.6467    78.9250    0.0000  top
R131_4      120                       GEN_R_0402                                    68.0966    78.9250    0.0000  top
R132_1      300                       GEN_R_0402                                    85.2218    77.5250  -90.0000  top
R132_2      300                       GEN_R_0402                                    79.6717    77.5250  -90.0000  top
R132_3      300                       GEN_R_0402                                    74.1217    77.5250  -90.0000  top
R132_4      300                       GEN_R_0402                                    68.5716    77.5250  -90.0000  top
R133_1      300                       GEN_R_0402                                    84.2718    77.5250  -90.0000  top
R133_2      300                       GEN_R_0402                                    78.7217    77.5250  -90.0000  top
R133_3      300                       GEN_R_0402                                    73.1717    77.5250  -90.0000  top
R133_4      300                       GEN_R_0402                                    67.6216    77.5250  -90.0000  top
R134_1      300                       GEN_R_0402                                    85.6718    76.1250    0.0000  top
R134_2      300                       GEN_R_0402                                    80.1217    76.1250    0.0000  top
R134_3      300                       GEN_R_0402                                    74.5716    76.1250    0.0000  top
R134_4      300                       GEN_R_0402                                    69.0216    76.1250    0.0000  top
R135_1      300                       GEN_R_0402                                    83.8218    76.1250  180.0000  top
R135_2      300                       GEN_R_0402                                    78.2717    76.1250  180.0000  top
R135_3      300                       GEN_R_0402                                    72.7216    76.1250  180.0000  top
R135_4      300                       GEN_R_0402                                    67.1716    76.1250  180.0000  top
R136_1      10                        GEN_R_0402                                    85.2218    70.4750  -90.0000  top
R136_2      10                        GEN_R_0402                                    79.6717    70.4750  -90.0000  top
R136_3      10                        GEN_R_0402                                    74.1217    70.4750  -90.0000  top
R136_4      10                        GEN_R_0402                                    68.5716    70.4750  -90.0000  top
R137_1      10                        GEN_R_0402                                    84.2718    70.4750  -90.0000  top
R137_2      10                        GEN_R_0402                                    78.7217    70.4750  -90.0000  top
R137_3      10                        GEN_R_0402                                    73.1717    70.4750  -90.0000  top
R137_4      10                        GEN_R_0402                                    67.6216    70.4750  -90.0000  top
R1001_1     1K                        GEN_R_0402                                    24.7000    90.7750  -90.0000  top
R1001_2     1K                        GEN_R_0402                                    24.7000    70.2750  -90.0000  top
R1001_3     1K                        GEN_R_0402                                    24.7000    49.7750  -90.0000  top
R1001_4     1K                        GEN_R_0402                                    24.7000    29.2750  -90.0000  top
R1002_1     976k                      GEN_R_0402                                    26.5750    92.5150    0.0000  top
R1002_2     976k                      GEN_R_0402                                    26.5750    72.0150    0.0000  top
R1002_3     976k                      GEN_R_0402                                    26.5750    51.5150    0.0000  top
R1002_4     976k                      GEN_R_0402                                    26.5750    31.0150    0.0000  top
R1003_1     10M                       GEN_R_0603                                    38.7750    82.9000  180.0000  top
R1003_2     10M                       GEN_R_0603                                    38.7750    62.4000  180.0000  top
R1003_3     10M                       GEN_R_0603                                    38.7750    41.9000  180.0000  top
R1003_4     10M                       GEN_R_0603                                    38.7750    21.4000  180.0000  top
R1021_1     15                        GEN_R_0603                                    21.3000    79.4375  180.0000  top
R1021_2     15                        GEN_R_0603                                    21.3000    58.9375  180.0000  top
R1021_3     15                        GEN_R_0603                                    21.3000    38.4375  180.0000  top
R1021_4     15                        GEN_R_0603                                    21.3000    17.9375  180.0000  top
R1022_1     30                        GEN_R_0603                                    18.8500    93.1625  180.0000  top
R1022_2     30                        GEN_R_0603                                    18.8500    72.6625  180.0000  top
R1022_3     30                        GEN_R_0603                                    18.8500    52.1625  180.0000  top
R1022_4     30                        GEN_R_0603                                    18.8500    31.6625  180.0000  top
R1024_1     976k                      GEN_R_0402                                    28.9000    90.3500    0.0000  top
R1024_2     976k                      GEN_R_0402                                    28.9000    69.8500    0.0000  top
R1024_3     976k                      GEN_R_0402                                    28.9000    49.3500    0.0000  top
R1024_4     976k                      GEN_R_0402                                    28.9000    28.8500    0.0000  top
R1025_1     49.9                      GEN_R_0508                                    18.1000    80.0125   90.0000  top
R1025_2     49.9                      GEN_R_0508                                    18.1000    59.5125   90.0000  top
R1025_3     49.9                      GEN_R_0508                                    18.1000    39.0125   90.0000  top
R1025_4     49.9                      GEN_R_0508                                    18.1000    18.5125   90.0000  top
R1026_1     20k                       GEN_R_0402                                    28.3800    94.2000  -90.0000  top
R1026_2     20k                       GEN_R_0402                                    28.3800    73.7000  -90.0000  top
R1026_3     20k                       GEN_R_0402                                    28.3800    53.2000  -90.0000  top
R1026_4     20k                       GEN_R_0402                                    28.3800    32.7000  -90.0000  top
R1033_1     10K                       GEN_R_0402                                    47.2250    86.8750  180.0000  top
R1033_2     10K                       GEN_R_0402                                    47.2250    66.3750  180.0000  top
R1033_3     10K                       GEN_R_0402                                    47.2250    45.8750  180.0000  top
R1033_4     10K                       GEN_R_0402                                    47.2250    25.3750  180.0000  top
R1035_1     30                        GEN_R_0603                                    33.4250    86.2250   90.0000  top
R1035_2     30                        GEN_R_0603                                    33.4250    65.7250   90.0000  top
R1035_3     30                        GEN_R_0603                                    33.4250    45.2250   90.0000  top
R1035_4     30                        GEN_R_0603                                    33.4250    24.7250   90.0000  top
R1037_1     49.9                      GEN_R_0402                                    42.1750    92.1000  -90.0000  top
R1037_2     49.9                      GEN_R_0402                                    42.1750    71.6000  -90.0000  top
R1037_3     49.9                      GEN_R_0402                                    42.1750    51.1000  -90.0000  top
R1037_4     49.9                      GEN_R_0402                                    42.1750    30.6000  -90.0000  top
R1038_1     10M                       GEN_R_0603                                    34.9750    91.5000  180.0000  top
R1038_2     10M                       GEN_R_0603                                    34.9750    71.0000  180.0000  top
R1038_3     10M                       GEN_R_0603                                    34.9750    50.5000  180.0000  top
R1038_4     10M                       GEN_R_0603                                    34.9750    30.0000  180.0000  top
R1039_1     909k                      GEN_R_0402                                    33.6000    84.2500    0.0000  top
R1039_2     909k                      GEN_R_0402                                    33.6000    63.7500    0.0000  top
R1039_3     909k                      GEN_R_0402                                    33.6000    43.2500    0.0000  top
R1039_4     909k                      GEN_R_0402                                    33.6000    22.7500    0.0000  top
R1041_1     90.9k                     GEN_R_0402                                    41.2250    92.1000  -90.0000  top
R1041_2     90.9k                     GEN_R_0402                                    41.2250    71.6000  -90.0000  top
R1041_3     90.9k                     GEN_R_0402                                    41.2250    51.1000  -90.0000  top
R1041_4     90.9k                     GEN_R_0402                                    41.2250    30.6000  -90.0000  top
R1042_1     90.9k                     GEN_R_0402                                    42.1750    90.2000   90.0000  top
R1042_2     90.9k                     GEN_R_0402                                    42.1750    69.7000   90.0000  top
R1042_3     90.9k                     GEN_R_0402                                    42.1750    49.2000   90.0000  top
R1042_4     90.9k                     GEN_R_0402                                    42.1750    28.7000   90.0000  top
R1043_1     2K                        GEN_R_0402                                    35.9000    88.3750    0.0000  top
R1043_2     2K                        GEN_R_0402                                    35.9000    67.8750    0.0000  top
R1043_3     2K                        GEN_R_0402                                    35.9000    47.3750    0.0000  top
R1043_4     2K                        GEN_R_0402                                    35.9000    26.8750    0.0000  top
R1044_1     10K                       GEN_R_0402                                    42.3250    79.6000  -90.0000  top
R1044_2     10K                       GEN_R_0402                                    42.3250    59.1000  -90.0000  top
R1044_3     10K                       GEN_R_0402                                    42.3250    38.6000  -90.0000  top
R1044_4     10K                       GEN_R_0402                                    42.3250    18.1000  -90.0000  top
R1047_1     90.9k                     GEN_R_0402                                    35.0000    86.1750   90.0000  top
R1047_2     90.9k                     GEN_R_0402                                    35.0000    65.6750   90.0000  top
R1047_3     90.9k                     GEN_R_0402                                    35.0000    45.1750   90.0000  top
R1047_4     90.9k                     GEN_R_0402                                    35.0000    24.6750   90.0000  top
R1049_1     2K_TRIMPOT                BOU_3mm_POT                                   34.6500    81.3750  180.0000  top
R1049_2     2K_TRIMPOT                BOU_3mm_POT                                   34.6500    60.8750  180.0000  top
R1049_3     2K_TRIMPOT                BOU_3mm_POT                                   34.6500    40.3750  180.0000  top
R1049_4     2K_TRIMPOT                BOU_3mm_POT                                   34.6500    19.8750  180.0000  top
R1053_1     0                         GEN_R_0402                                    22.2500    80.7125    0.0000  top
R1053_2     0                         GEN_R_0402                                    22.2500    60.2125    0.0000  top
R1053_3     0                         GEN_R_0402                                    22.2500    39.7125    0.0000  top
R1053_4     0                         GEN_R_0402                                    22.2500    19.2125    0.0000  top
SHLD1001_1  2118728-2                 TE_2118728-2                                  29.0313    87.0526  180.0000  top
SHLD1001_2  2118728-2                 TE_2118728-2                                  29.0313    66.5526  180.0000  top
SHLD1001_3  2118728-2                 TE_2118728-2                                  29.0313    46.0526  180.0000  top
SHLD1001_4  2118728-2                 TE_2118728-2                                  29.0313    25.5526  180.0000  top
